text,cefr_level
Your research must have gotten a lot of attention from the scientific community .,B1
Can you read a barometer ?,B1
Sailors check the barometer often .,B1
He 's very keen on getting a puppy .,B1
He keeps looking in my direction .,B1
The professor said he had to adjust everyone 's grade because the class did so poorly on the final exam .,B1
"If the public wanted changes , they would demonstrate .",B1
I tried to teach them to answer job interview questions successfully .,B1
Let 's wait over by the badminton court .,B1
Our grandmother loved feedings us desserts .,B1
That author 's books give many people pleasure .,B1
I was bored with so much rain .,B1
The president of the company claimed one of his employees stole the money .,B1
Was there something wrong with the food ?,B1
It is a long way from downtown Chicago so I recommend you stay there with your sister .,B1
I like to be around cheerful people .,B1
I enjoy meeting new people and expanding my social circle .,B1
She drove fast because she wanted to get there on time .,B1
My father was awarded a Bronze Star .,B1
The money has been missing since he quit .,B1
There are many police officers around the embassy .,B1
The policemen remain focused on the investigation .,B1
He believed it was his hard work brought him success .,B1
He was glad to have a job at a time when so many others didn't .,B1
Any job was better than the one she had worked before .,B1
The citizens were taught where to go for safety during an emergency .,B1
A place that is safe to go to is important for people in danger .,B1
She told me to listen for the phone while she was in the shower .,B1
She leaned on her knee as she listened .,B1
The earthquake startled the tourists .,B1
There are so many good restaurants in my area that it is hard to decide where to eat .,B1
We were talking about childhood stories and they shared theirs with us .,B1
Most wild tigers live in Asia .,B1
Being a godmother is a special responsibility .,B1
How many eggs did the chickens lay ?,B1
A woman whom I admire is Angelina Jolie .,B1
We could hear the fire engines in the distance .,B1
There were several fire engines in Mita yesterday .,B1
On what floor will I find the pajamas ?,B1
Shall I drop by the bookstore to pick up my textbook ?,B1
"His wealth was reflected by the beautiful furniture in each room , which was from different parts of the world .",B1
The guests did n't know where to sit .,B1
The wives and the children were supposed to be seated first .,B1
"Start studying now , or you will regret it later .",B1
Please turn over your test papers now .,B1
He considered it a new start and stayed positive .,B1
You may spare yourself the conflict if you remain quiet about the issue .,B1
Monkeys are too dangerous to have as pets .,B1
The next generation faces many problems .,B1
This explains how and when to treat injuries .,B1
The professor was pleased to see his students working hard .,B1
Her favorite way to fall asleep is to read before bed .,B1
I wish I could have explained it better so the students would have understood more clearly .,B1
The teacher explained it as simply as he could .,B1
"Since he 's so good to her , I approve of their marriage .",B1
The researchers were happy to have finally found a new cure for that disease .,B1
My father was a soldier in the Vietnam War .,B1
Silk clothes can be expensive .,B1
She is very attractive for a middle - aged woman .,B1
No one could find the dog or its owner .,B1
He ate cashew nuts instead of popcorn .,B1
It was sunny but now it is cloudy .,B1
He was talking to someone earlier .,B1
He spoke in a shaky voice .,B1
They 've been calling around to find someone to cook .,B1
That haunted house scared me .,B1
My boyfriend showed me what to buy for my ski trip .,B1
She hurried out of the house because she was already late .,B1
It is a long way from my house to yours .,B1
"Make sure you do n't arrive late to any more of your classes , or your final grade will drop .",B1
Hand in your essay before you go home .,B1
There are plans to close the nuclear plant .,B1
Florida has beautiful sunsets skies .,B1
The manager has n't told the employees about it yet .,B1
There will be a demand for electric cars in the future because of the increasing concern about global warming .,B1
What does that cloud look like to you ?,B1
The twins never got along and they were constantly arguing .,B1
You 'd be safe if I had gone .,B1
"If I had gone with you , I would have missed the delivery .",B1
The Haitian capital is Port-au- Prince .,B1
"I 'd like to join you , but it depends on what I am doing that day .",B1
There will be a lot of international tourists in Japan during the Tokyo Olympics .,B1
She loves getting a massage .,B1
I love having back massages .,B1
It would be nice if we went together .,B1
His robe was a dark red .,B1
He looked wise in a robe .,B1
Scientists are studying black holes .,B1
I ca n't believe she took yours without asking you !,B1
Shall we move the conference to another day since it seems like it will rain heavily this afternoon ?,B1
Every professor had to take attendance .,B1
Black snakes eat insects such as cockroaches .,B1
Someone who carried the virus boarded the plane in New York and infected all the passengers .,B1
Acrylic fibers are similar to wool .,B1
Everyone began to sing as best as they could .,B1
"If I had known they were coming to dinner , I would have made more food .",B1
"If they were at my house , I would have fed them .",B1
Lisa only works certain shifts in the evening because she is extremely busy during the day .,B1
"Without actually telling us why , we were all asked to leave the party .",B1
They must get her medical attention immediately .,B1
Spring gives the new season many bright flowers .,B1
Prime ministers here do n't usually last very long .,B1
The lobster was overcooked .,B1
"After boiling it , the lobster turned orange .",B1
"If they had found any more survivors , they would have taken them to the hospital .",B1
He knew which bag to buy for his older sister 's birthday .,B1
She asked her sister which purse to buy .,B1
"If you always lived at home , it would be difficult to experience life fully .",B1
"When the sky began to darken , she closed all the windows and locked the doors .",B1
Boys wanted for the team were asked to tryout .,B1
She felt great after working out all day .,B1
She learned aikido so she would n't be fearful .,B1
People cheering with a loud voice encouraged the runners .,B1
Have you ever been to Canada 's northern territories ?,B1
Homes built with brick are common in the US .,B1
I thought he could get us the movie tickets in advance .,B1
I asked him to rent the new Tom Cruise DVD but he said it was n't available .,B1
What is the temperature today ?,B1
Let 's meet at the Irish pub .,B1
Let 's meet there on New Year 's Eve .,B1
Her dress was pastel pink .,B1
We saw a pack of wolves .,B1
Promise you wo n't ever tell anyone what you saw here today .,B1
If you do n't keep quiet you will wake the baby .,B1
I had hoped to get some sleep but the baby made too much noise .,B1
He was never a good cook so when he prepared dinner for his girlfriend it went badly .,B1
Was there anything left in your room or did you clear everything out ?,B1
Her cheeks turned pink .,B1
"In order to communicate with each other , both the French girlfriend and the Japanese boyfriend decided to learn a third language .",B1
Both of them were determined to learn a new language .,B1
"To prevent break-ins , the locks were changed .",B1
These shoes are made to conform to your feet over time .,B1
"I do n't remember exactly what he said , but I do remember he was quite angry .",B1
The men whom the reporters followed were famous musicians .,B1
It is a story about a world where wizards live .,B1
We finally got sunshine after days of rain .,B1
The newly discovered virus might be crucial in understanding the rapidly increasing death rate .,B1
Do you get along well with your siblings ?,B1
Emily quickly learned which teachers to rely on .,B1
Tokyo is full of well - dressed women .,B1
She asked for an extra napkin .,B1
This is the room where I do most of my thinking .,B1
Her back was crooked .,B1
The kids were less cranky after eating lunch .,B1
The timer will go off any second now .,B1
Haley wore her favorite boots .,B1
I want a world where people live peacefully .,B1
I dream of a world where energy is clean and free .,B1
We asked all the children to call their parents to let them know they were okay .,B1
